    192.168.42.151;192.168.42.1;1;ads.androworks.org;
    192.168.42.76;192.168.42.1;1;www.googleapis.com;
    192.168.42.76;192.168.42.1;1;www.googletagmanager.com;
    192.168.42.76;192.168.42.1;1;www.googletagmanager.com;
    192.168.42.76;192.168.42.1;1;www.googletagmanager.com;
    192.168.42.76;192.168.42.1;1;www.googletagmanager.com;
    192.168.42.76;192.168.42.1;1;www.googletagmanager.com;
    192.168.42.76;192.168.42.1;1;www.idnes.cz;
    192.168.42.76;224.0.0.251;12,12,12,12;_08FF1091._sub._googlecast._tcp.local,_CC1AD845._sub._googlecast._tcp.local,_4574A331._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.76;224.0.0.251;12,12,12,12;_08FF1091._sub._googlecast._tcp.local,_CC1AD845._sub._googlecast._tcp.local,_4574A331._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.76;224.0.0.251;12,12,12,12;_08FF1091._sub._googlecast._tcp.local,_CC1AD845._sub._googlecast._tcp.local,_4574A331._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.76;224.0.0.251;12,12,12,12;_08FF1091._sub._googlecast._tcp.local,_CC1AD845._sub._googlecast._tcp.local,_4574A331._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.76;224.0.0.251;12,12,12,12;_08FF1091._sub._googlecast._tcp.local,_CC1AD845._sub._googlecast._tcp.local,_4574A331._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.76;224.0.0.251;12,12,12,12;_08FF1091._sub._googlecast._tcp.local,_CC1AD845._sub._googlecast._tcp.local,_4574A331._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.76;224.0.0.251;12,12,12,12;_08FF1091._sub._googlecast._tcp.local,_CC1AD845._sub._googlecast._tcp.local,_4574A331._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.76;224.0.0.251;12,12,12,12;_08FF1091._sub._googlecast._tcp.local,_CC1AD845._sub._googlecast._tcp.local,_4574A331._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.76;224.0.0.251;12,12,12,12;_08FF1091._sub._googlecast._tcp.local,_CC1AD845._sub._googlecast._tcp.local,_4574A331._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.76;224.0.0.251;12,12,12,12;_08FF1091._sub._googlecast._tcp.local,_CC1AD845._sub._googlecast._tcp.local,_4574A331._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.76;224.0.0.251;12,12,12,12;_08FF1091._sub._googlecast._tcp.local,_CC1AD845._sub._googlecast._tcp.local,_4574A331._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.76;224.0.0.251;12,12,12,12;_08FF1091._sub._googlecast._tcp.local,_CC1AD845._sub._googlecast._tcp.local,_4574A331._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.77;192.168.42.1;1;connectivitycheck.gstatic.com;
    192.168.42.77;192.168.42.1;1;connectivitycheck.gstatic.com;
    192.168.42.77;192.168.42.1;28;connectivitycheck.gstatic.com;
    192.168.42.82;192.168.42.1;1;alt3-mtalk.google.com;
    192.168.42.82;192.168.42.1;1;alt3-mtalk.google.com;
    192.168.42.82;192.168.42.1;1;c-ko.imedia.cz;
    192.168.42.82;192.168.42.1;1;c-ng.imedia.cz;
    192.168.42.82;192.168.42.1;1;clients4.google.com;
    192.168.42.82;192.168.42.1;1;cz-gmtdmp.mookie1.com;
    192.168.42.82;192.168.42.1;1;d25-a.sdn.szn.cz;
    192.168.42.82;192.168.42.1;1;d48-a.sdn.szn.cz;
    192.168.42.82;192.168.42.1;1;d49-a.sdn.szn.cz;
    192.168.42.82;192.168.42.1;1;d53-a.sdn.szn.cz;
    192.168.42.82;192.168.42.1;1;graph.facebook.com;
    192.168.42.82;192.168.42.1;1;graph.facebook.com;
    192.168.42.82;192.168.42.1;1;match.adsrvr.org;
    192.168.42.82;192.168.42.1;1;mdc.pliing.com;
    192.168.42.82;192.168.42.1;1;mds.pliing.com;
    192.168.42.82;192.168.42.1;1;mtalk.google.com;
    192.168.42.82;192.168.42.1;1;mtalk.google.com;
    192.168.42.82;192.168.42.1;1;mtalk.google.com;
    192.168.42.82;192.168.42.1;1;mtalk.google.com;
    192.168.42.82;192.168.42.1;1;odr.mookie1.com;
    192.168.42.82;192.168.42.1;1;pxl.jivox.com;
    192.168.42.82;192.168.42.1;1;www.google.com;
    192.168.42.82;192.168.42.1;1;www.google.com;
    192.168.42.82;192.168.42.1;1;www.google.com;
    192.168.42.82;192.168.42.1;1;www.google.com;
    192.168.42.82;192.168.42.1;1;www.google.com;
    192.168.42.82;192.168.42.1;1;www.google.com;
    192.168.42.82;192.168.42.1;1;www.googleapis.com;
    192.168.42.82;192.168.42.1;1;www.googleapis.com;
    192.168.42.82;192.168.42.1;1;www.googleapis.com;
    192.168.42.82;192.168.42.1;1;www.googleapis.com;
    192.168.42.82;224.0.0.251;12,12,12;_37F83649._sub._googlecast._tcp.local,_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12,12;_37F83649._sub._googlecast._tcp.local,_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12,12;_37F83649._sub._googlecast._tcp.local,_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12,12;_37F83649._sub._googlecast._tcp.local,_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12,12;_37F83649._sub._googlecast._tcp.local,_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12,12;_37F83649._sub._googlecast._tcp.local,_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
    192.168.42.82;224.0.0.251;12,12;_805741C9._sub._googlecast._tcp.local,_googlecast._tcp.local;
